customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Segment_Name,Estimated_CLV,Retention_Action
1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,0,0.1455878,High Value / High Tenure,692.3656837463378,Low Risk: Upsell Premium Channels
0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,1,0.3216736,Low Value / Low Tenure,200.2029386520386,Monitor Account
6050-FFXES,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,0,0.016142078,High Value / High Tenure,6526.421327781677,Low Risk: Upsell Premium Channels
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,1,0.9250021,Low Value / Low Tenure,110.75650754570961,Offer 20% discount on Annual Upgrade
0362-RAOQO,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0,0.016803876,High Value / Low Tenure (High Risk),1169.3731161117553,Low Risk: Upsell Premium Channels
9554-DFKIC,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,0,0.11291504,High Value / Low Tenure (High Risk),482.22098464965825,Low Risk: Upsell Premium Channels
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,0,0.5051407,Low Value / Low Tenure,139.56506592035294,Monitor Account
0829-DDVLK,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,0,0.021396546,High Value / Low Tenure (High Risk),939.403952407837,Low Risk: Upsell Premium Channels
1399-UBQIU,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,0,0.21653886,Low Value / Low Tenure,320.2658417701721,Monitor Account
1813-JLKWR,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,0,0.006416765,High Value / Low Tenure (High Risk),1980.0,Low Risk: Upsell Premium Channels
0336-PIKEI,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,0,0.0008929061,High Value / High Tenure,7440.000000000001,Low Risk: Upsell Premium Channels
7322-OCWHC,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,0,0.00029906753,High Value / High Tenure,9305.0,Low Risk: Upsell Premium Channels
9537-VHDTA,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,0,0.2400627,Low Value / Low Tenure,213.27761230468752,Monitor Account
4957-TIALW,Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,0,0.050670166,Low Value / Low Tenure,1294.647445678711,Low Risk: Upsell Premium Channels
2054-PJOCK,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,0,0.013715945,High Value / High Tenure,5872.726877975464,Low Risk: Upsell Premium Channels
9150-HEPMB,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,0,0.0032202932,High Value / High Tenure,5270.0,Low Risk: Upsell Premium Channels
9030-QGZNL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,0,0.0022095712,High Value / Low Tenure (High Risk),2085.0,Low Risk: Upsell Premium Channels
6204-IEUXJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,1,0.78451383,Low Value / Low Tenure,102.10144933462142,Offer 20% discount on Annual Upgrade
3126-WQMGH,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,0,0.20338593,High Value / Low Tenure (High Risk),256.40908205509186,Monitor Account
4529-CKBCL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,1,0.77677494,Low Value / Low Tenure,103.2474059343338,Offer 20% discount on Annual Upgrade
2506-CLAKW,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,1,0.8936314,Low Value / Low Tenure,109.83275927901269,Offer 20% discount on Annual Upgrade
7176-WRTNX,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,0,0.37026715,High Value / High Tenure,310.4515269041062,Monitor Account
1583-IHQZE,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,1,0.9005376,Low Value / Low Tenure,125.4250749886036,Offer 20% discount on Annual Upgrade
5732-IKGQH,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,0,0.1814916,High Value / High Tenure,575.508716082573,Low Risk: Upsell Premium Channels
9239-GZHZE,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,0,0.0021658775,High Value / High Tenure,11365.0,Low Risk: Upsell Premium Channels
7205-BAIAD,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,0,0.010993592,High Value / Low Tenure (High Risk),1873.8187301635744,Low Risk: Upsell Premium Channels
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,1,0.67785853,Low Value / Low Tenure,104.59409284591676,Offer free Tech Support visit / Router check
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,1,0.88629025,Low Value / Low Tenure,97.99272655248642,Offer 20% discount on Annual Upgrade
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,0,0.24944584,High Value / High Tenure,367.013544178009,Monitor Account
8064-RAVOH,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,0,0.819288,Low Value / Low Tenure,60.84551393985748,Offer 20% discount on Annual Upgrade
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,0,0.004305592,High Value / Low Tenure (High Risk),1980.0,Low Risk: Upsell Premium Channels
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,0.5024112,Low Value / Low Tenure,198.74159041643142,Monitor Account
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,0.9060012,Low Value / Low Tenure,82.22947198152542,Offer 20% discount on Annual Upgrade
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,0,0.6571979,High Value / High Tenure,158.4758575677872,Offer free Tech Support visit / Router check
3571-RFHAR,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,1,0.757557,High Value / High Tenure,144.08157092928886,Offer 20% discount on Annual Upgrade
0015-UOCOJ,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,0,0.268371,Low Value / Low Tenure,179.60213251113893,Monitor Account
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,0,0.00031694595,High Value / Low Tenure (High Risk),2510.0,Low Risk: Upsell Premium Channels
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,0,0.6587766,Low Value / Low Tenure,152.02422647476197,Offer free Tech Support visit / Router check
9578-VRMNM,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,1,0.48490667,Low Value / Low Tenure,134.458864402771,Monitor Account
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,1,0.8928047,High Value / High Tenure,111.44654792547226,Offer 20% discount on Annual Upgrade
6140-QNRQQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,1,0.5854211,Low Value / Low Tenure,122.21972106099128,Monitor Account
8963-JLGJT,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,0,0.2539872,Low Value / Low Tenure,220.08984372615814,Monitor Account
4307-KTUMW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,1,0.73026246,High Value / High Tenure,128.58390862941744,Offer 20% discount on Annual Upgrade
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,0,0.0842091,Low Value / Low Tenure,764.7629589080811,Low Risk: Upsell Premium Channels
5440-FLBQG,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,1,0.10630802,High Value / High Tenure,1019.6784378051758,Low Risk: Upsell Premium Channels
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,0,0.42397,Low Value / Low Tenure,201.19347281455993,Monitor Account
4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,0,0.0021106086,High Value / High Tenure,10745.0,Low Risk: Upsell Premium Channels
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,1,0.5779083,Low Value / Low Tenure,84.35594648122787,Monitor Account
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,1,0.8555199,Low Value / Low Tenure,100.11456057429314,Offer 20% discount on Annual Upgrade
7401-JIXNM,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,0,0.00081647426,High Value / High Tenure,9130.0,Low Risk: Upsell Premium Channels
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,0,0.0016075762,High Value / High Tenure,8595.0,Low Risk: Upsell Premium Channels
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,1,0.8978404,Low Value / Low Tenure,118.84072262048721,Offer 20% discount on Annual Upgrade
2672-DZUOY,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,1,0.7767011,High Value / Low Tenure (High Risk),32.38053865432739,Offer 20% discount on Annual Upgrade
4706-DGAHW,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,0,0.58442485,Low Value / Low Tenure,77.34099717140198,Monitor Account
3870-MQAMG,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,1,0.49512687,High Value / High Tenure,222.87216413021088,Monitor Account
6670-MFRPK,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,0,0.16089219,High Value / High Tenure,492.25508995056157,Low Risk: Upsell Premium Channels
6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,0,0.05158073,High Value / Low Tenure (High Risk),1075.9832153320312,Low Risk: Upsell Premium Channels
4800-CZMPC,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,1,0.41835648,High Value / High Tenure,246.799094080925,Monitor Account
4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,0,0.50164205,Low Value / Low Tenure,179.90915709733963,Monitor Account
7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,0,0.0008985706,High Value / High Tenure,9125.0,Low Risk: Upsell Premium Channels
7377-DMMRI,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,1,0.6074974,Low Value / Low Tenure,78.68346245288848,Monitor Account
8402-EIVQS,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,0,0.033375047,High Value / High Tenure,3023.216788864136,Low Risk: Upsell Premium Channels
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,0,0.20058988,High Value / High Tenure,487.0634435653687,Monitor Account
7245-NIIWQ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,0,0.600325,Low Value / Low Tenure,116.3536469042301,Offer free Tech Support visit / Router check
0002-ORFBO,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,0,0.093941644,Low Value / Low Tenure,698.3058364868164,Low Risk: Upsell Premium Channels
3324-OIRTO,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,0,0.0014355,High Value / High Tenure,10465.0,Low Risk: Upsell Premium Channels
5414-OFQCB,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,0,0.01020324,High Value / High Tenure,8864.830793380737,Low Risk: Upsell Premium Channels
4967-WPNCF,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,0,0.0008722583,High Value / High Tenure,6370.0,Low Risk: Upsell Premium Channels
8552-OBVRU,Female,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,0,0.15601674,High Value / High Tenure,669.7999382019043,Low Risk: Upsell Premium Channels
8499-BRXTD,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,0,0.015078427,High Value / Low Tenure (High Risk),1333.030307006836,Low Risk: Upsell Premium Channels
9154-QDGTH,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,0,0.13615833,High Value / High Tenure,766.0199676513672,Low Risk: Upsell Premium Channels
8197-BFWVU,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,0,0.00028737364,High Value / High Tenure,9325.0,Low Risk: Upsell Premium Channels
2577-GVSIL,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,0,0.054293588,Low Value / Low Tenure,1352.8300651550294,Low Risk: Upsell Premium Channels
9367-OIUXP,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,0,0.045255568,High Value / Low Tenure (High Risk),457.4022960662842,Low Risk: Upsell Premium Channels
6770-UAYGJ,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1211.65,0,0.0044396836,High Value / Low Tenure (High Risk),2525.0,Low Risk: Upsell Premium Channels
6463-HHXJR,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,0,0.003770354,High Value / High Tenure,10050.0,Low Risk: Upsell Premium Channels
7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0,0.36798993,Low Value / Low Tenure,246.2023869037628,Monitor Account
1187-WILMM,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,0,0.0024491022,High Value / High Tenure,8940.0,Low Risk: Upsell Premium Channels
9776-OJUZI,Female,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,0,0.12889574,High Value / High Tenure,740.5209343194962,Low Risk: Upsell Premium Channels
1306-RPWXZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,0,0.02336699,High Value / Low Tenure (High Risk),875.1662157058715,Low Risk: Upsell Premium Channels
8949-JTMAY,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,1,0.8090802,Low Value / Low Tenure,121.86678504943848,Offer 20% discount on Annual Upgrade
2774-LVQUS,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05,1258.3,1,0.6172871,Low Value / Low Tenure,134.54031727313995,Offer free Tech Support visit / Router check
3097-PYWXL,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.95,82.9,0,0.10180372,High Value / Low Tenure (High Risk),195.9653293132782,Low Risk: Upsell Premium Channels
2266-SJNAT,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6,0,0.018943999,High Value / High Tenure,5761.719233894349,Low Risk: Upsell Premium Channels
0869-PAPRP,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,0,0.15100546,Low Value / Low Tenure,567.5291611671448,Low Risk: Upsell Premium Channels
4238-JSSWH,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,0,0.23524973,High Value / High Tenure,433.79434819221495,Monitor Account
2972-YDYUW,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,0,0.07709552,High Value / High Tenure,1228.346267604828,Low Risk: Upsell Premium Channels
1104-FEJAM,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,0,0.04605872,Low Value / Low Tenure,1398.2150833129883,Low Risk: Upsell Premium Channels
2809-ILCYT,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.8,733.55,0,0.051947713,High Value / Low Tenure (High Risk),515.9033737182617,Low Risk: Upsell Premium Channels
5499-ECUTN,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,0,0.087695576,High Value / High Tenure,753.1736850738525,Low Risk: Upsell Premium Channels
4981-FLTMF,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,0,0.007821774,High Value / High Tenure,6520.0,Low Risk: Upsell Premium Channels
